,,,
,,"FACTION: Soli (Justice) — radiant order as judgment. Base palette: bone/ivory, polished-stone gray, tarnished bronze, muted laurel green. Spirit accent (≤10%): dawn-gold lumen in precise rune points/edges. Environment: bright diffused dawnlight, crystalline blossoms hinted as simple facets, minimal background. Motif emphasis: clean knotwork voids + symmetrical leaf fans + straight, deliberate shape cuts.",
,,"FACTION: Soli (Prudence) — restraint, foresight, wards. Base palette: cool ivory, pale slate, muted teal-gray, soft bark brown. Spirit accent (≤10%): witch-teal micro-glow (subtle, analytical). Environment: quiet luminous shade, thin mist, refracted light suggested softly. Motif emphasis: braided bindings (measured) + rune points arranged like constellations.",
,,"FACTION: Soli (Fortitude) — endurance, mountain sanctuary. Base palette: stone gray, cold bronze, pine-black, bone. Spirit accent (≤10%): ember-amber or dawn-gold concentrated at a single “core” (chest/weapon). Environment: high canopy light with mountain air haze, minimal drifting motes. Motif emphasis: thicker silhouette masses, spiral root curls as structural braces, minimal ornament.",
,,"FACTION: Soli (Temperance) — balance and measured beauty. Base palette: ivory, muted rose-beige, pale laurel, soft slate. Spirit accent (≤10%): moon-violet or soft dawn-gold in tiny balanced points (never concentrated). Environment: serene luminous garden, gentle bokeh-like haze (no bloom), background extremely simple. Motif emphasis: leaf fans + knotwork voids in harmonious spacing.",
,,"FACTION: Red Ridge — volcanic caldera workshops, tephra clouds, mana gems (“Tirs”) powering ingenious machines. Base palette: ash gray, soot-black, rusted iron, scorched leather, deep terracotta. Spirit accent (≤10%): molten ember-orange or mana-amber as contained gemstone glow (small apertures, not lighting the whole scene). Environment: drifting tephra, heat haze, dull red lava light reflected subtly, industrial-carved rock silhouettes. Motif emphasis: rivets/plates as simple shapes + braided straps + carved geometric markings; glow only from embedded gems.",
,,"FACTION: Stonehart — subterranean fortress-laboratory, sacred craft, ethical restraint. Base palette: granite gray, iron-dark, bone, muted clay, tarnished bronze. Spirit accent (≤10%): steady earth-amber or pale rune-teal (very controlled) as minimal runic lumen in seams/joints. Environment: cavern gloom, dust motes, carved stone planes, faint forge-light without flames dominating. Motif emphasis: geometric chisel marks + knotwork voids like carved relief + minimal rune points; forms feel sculpted, weighty.",
,,"FACTION: Dusters — harsh desert scavengers amid ancient star-reaching ruins; relic tech and hazard gear. Base palette: sand beige, sun-bleached bone, dusty umber, oxidized copper/bronze, slate shadows. Spirit accent (≤10%): relic-cyan or warning-amber in tiny artifact lights/runes (contained). Environment: wind haze, blowing grit, distant ruin silhouettes, heat-washed sky kept minimal. Motif emphasis: wrapped cloth layers + plated relic components + rune points like machine glyphs; readable hazard silhouette (mask/hood/pack).",
,,"FACTION: Down Down Town — subterranean goblin/monster metropolis of salvage chaos; bioluminescent fungi, rope bridges, patchwork architecture. Base palette: soot-black, muddy green-brown, wet stone gray, tarnished scrap metal. Spirit accent (≤10%): fungus-green or sickly teal glow as scattered lantern points (kept minimal). Environment: cavern gloom, damp haze, hints of hanging ropes/bridges as simple lines behind subject. Motif emphasis: knotted ropes + mismatched plates + crude emblems; silhouettes exaggerated (big heads/shoulders/tools).",
,,"FACTION: Primordial Mists — water/earth/wind elementals roaming mossy ruins; thick enigmatic fog, storms and gales. Base palette: slate, deep moss, wet stone gray, river-dark, bone highlights. Spirit accent (≤10%): storm-teal or river-cyan as subtle internal lumen in elemental cracks/veins. Environment: heavy mist veil, rain specks or wind streaks suggested minimally, ruined stone shapes softened. Motif emphasis: spiral curls (wind), braided flow lines (water), cracked planes (earth) — keep forms simple and iconic.",
,,"FACTION: Tidehaven — secluded cove refuge; tides, storms, weather scholars, sea pacts; Quint gems charged by specific weather. Base palette: deep navy, storm-slate, sea-green muted, salt-bone, tarnished bronze. Spirit accent (≤10%): lightning-amber or tide-teal as small gemstone/ward glow (weather-charged, contained). Environment: sea mist, cliff shadow, rain threat, subtle spray; background minimal with one horizon hint. Motif emphasis: rope knots + wave-curves + small ward runes; metal reads salt-worn, cloth reads wet and frayed.",
,,"FACTION: Red Ridge - Volcanic caldera industrial setting. Color palette dominated by ash gray, soot-black, rusted iron, scorched leather, and deep terracotta. Spirit energy rendered as molten ember-orange or mana-amber glow confined to small gemstone apertures and crystal insets — never illuminating the full scene, only visible through cracks, lenses, or mounted gem housings. Background environment features drifting tephra particulate, subtle heat-haze distortion, dull red lava glow reflected on rock surfaces, and silhouettes of carved industrial structures hewn from volcanic stone. Surface detail emphasizes riveted metal plates as clean simple shapes, braided leather strapping, and carved geometric rune markings etched into armor and tools. Materials read as hand-forged and heat-treated — nothing polished or refined. Lighting is warm but muted, sourced from ambient volcanic glow below and diffused tephra-filtered sky above. Mana gems (Tirs) appear as small, contained points of amber-orange light, embedded flush into equipment rather than floating or radiating freely.","SUBJECT: Saru (also called Sarutin) — diminutive smallfolk with compact, sturdy proportions and oversized expressive ears. Height roughly 0.9–1.2m (3–4 ft). Large head-to-body ratio (head ~1/3 of total height), short neck, broad chest, thick forearms, and strong legs built for hauling and climbing. Hands are slightly oversized with thick fingers (tool-grip anatomy). Face is mammal-like but humanoid: short muzzle, visible whisker pads, small rounded nose, heavy brows; facial hair is common (scruffy moustache/beard tufts). Skin/fur tends toward earthy tones; hair often coarse and unruly. Posture reads “forward-leaning worker” with a low center of gravity. Movement suggests agility in tight spaces despite stockiness.

Species invariants (keep constant):
ears: very large, pointed, laterally flared; highly expressive
head: large cranium, prominent goggles-friendly brow ridge
build: compact/stocky, strong limbs; not lanky
face: short muzzle + whisker area; not fully human-flat features
hands/feet: practical, sturdy, slightly oversized proportions"
,,"FACTION: Red Ridge — Volcanic caldera setting. Ash gray, soot-black, rusted iron, and terracotta palette. Spirit energy appears as contained ember-orange glow visible only through small gem apertures and cracks. Hand-forged surfaces with riveted metal, braided leather, and etched runes, lit by muted volcanic glow.","SUBJECT: Pixies — tiny fae beings fused with a single “signature flower” (the flower is specified later in CHARACTER). Adult height roughly 15–30 cm (6–12 in), very light build. Proportions are stylized and readable: slightly enlarged head (about 1/4–1/3 of body height), narrow shoulders, slim torso, long tapered limbs, small hands with delicate fingers. Posture is buoyant and weightless (toes pointed, knees slightly bent), as if always ready to hover.

Face & head (species invariants):
Smooth, face made up of a single petal of their flower, with minimal features and a calm, intent expression. Eyes are large and almond-shaped (often luminous), nose and mouth are subtle and understated (no heavy human detail). Head silhouette often includes petal-like “hair” or crest forms that echo the signature flower’s petals (not literal hair strands).

Wings (primary silhouette):
Two large insect wings that dominate the silhouette (wingspan typically 4× body height). Wings are translucent with visible vein structure; edges are clean and leaflike rather than ragged. Wings attach high on the back/shoulder blades. Wing shape and coloration should harmonize with the signature flower (petal curves, matching hue gradients, pollen-like speckling) but remain readable as insect wings, not bird wings.

Body surface & materials:
Skin reads as living plant-fae rather than human—smooth bark-satin or petal-velvet texture. Torso/hips often show layered petal plates or leaf-panels that behave like clothing but are part of the body. Limbs are slender and slightly fibrous, like stem or vine, with subtle ribbing.

How the “signature flower” manifests (rule-set):
The flower is present in three coordinated echoes, always in the same places, so the species stays consistent while the flower changes:

Crown/crest: petal or bud forms on the head (the flower’s petal language translated into a pixie “helm”).
Chest/torso bloom: a central blossom/petal cluster integrated into the sternum/upper torso (never a separate accessory).
Clothes: none, they are made up of botanical elements, skin is made up of plant material integrating into their body.
Design constraints (keep consistent across all pixies):
Wings remain the biggest read; body stays slender and light.
Flower influence changes shape language + palette, not species anatomy.
Glow is restrained: small eye-lumen and tiny pollen motes only (no heavy bloom).
no armor, no clothing, no human hair detail; the “outfit” is petal/leaf anatomy."
,,,"SUBJECT: Sprites (fae–insect hybrids)
Core concept
Sprites are small fae whose bodies present as a clean fusion of humanoid fairy anatomy with insect morphology. Each individual maps to a single insect archetype (e.g., moth, dragonfly, beetle, wasp, mantis), which governs wing type, head silhouette, limb detailing, and surface texture.
Scale & proportions
Height: typically “hand-sized” to “forearm-sized” relative to a human (small enough to read as a distinct mini on a base, but large enough for clear silhouette).
Build: light and athletic; long limbs and narrow torso are common. Proportions skew slightly “insectile”: longer forearms/shins, slightly reduced waist/hips, and a high, tight ribcage.
Pose language: springy, perched, hovering, or mid-lunge—sprites look like they’re always ready to launch.
Head & facial identity
Primary read: an insect-derived head silhouette without losing character readability.
Typical features:
Large, almond or compound-like eyes (often luminous or glassy), set wide.
Reduced nose and mouth detail; mouth can be minimal, masklike, or subtle mandible hints depending on insect type.
Antennae are mandatory (pair or multiple), emerging from the forehead/crown and echoing the insect archetype (feathery for moths, thin for wasps, segmented for beetles).
Hair is rare; if present it reads as filament fronds, chitin spines, or soft fuzz rather than human hair.
Torso & abdomen
Torso remains humanoid in layout (shoulders, chest, arms) but surfaces shift toward insect materials:
Chitin plates or lacquered carapace segments over key anatomical planes (sternum, shoulders, hips).
Abdomen is subtly insect-like: either a tapered segmented lower torso, a slight “thorax–abdomen” break, or small carapace ridges—never a full oversized bug body unless explicitly called for.
Optional insect cues per archetype:
Moth: soft velvety fuzz at collarbones/neck and upper arms.
Beetle: harder plates with clean seams and reflective edges.
Wasp: sleeker, sharper paneling with narrow waist suggestion.
Dragonfly: smoother body with translucent membrane accents and long spine line.
Limbs, hands, and feet
Arms and legs are humanoid but with insect articulation hints:
Elbows/knees can show extra plating, spines, or slight angularity.
Hands remain usable/expressive; fingers may end in small talons, hook-nails, or fine claw tips.
Feet often read as perching feet: split-toe grip, pointed tarsi-like shapes, or slender talon heels.
“Too many limbs” is not default—stick to two arms/two legs unless a specific character calls for extra appendages.
Wings (the defining read)
Always present and oversized relative to body for immediate silhouette.
Wing count and structure follow the insect archetype:
Dragonfly: two pairs, long and horizontal, clear venation.
Moth/butterfly: one dominant pair, broad and patterned.
Beetle: wing covers (elytra) + hidden membranous wings (optional reveal).
Wasp: two pairs, smaller, fast, blade-thin membranes.
Wings are translucent membranes with visible vein structure; edges are crisp and readable, not painterly mush.
Wing coloration usually carries the insect’s “signal”—iridescence, smoky translucency, amber tint, or night-dark shimmer—without going neon.
Surface materials & detailing
A sprite’s skin reads as one of:
Chitin/carapace (hard, segmented, slightly reflective),
Velvet/fuzz (moth-like, soft matte),
Waxed membrane (sleek, semi-gloss),
or a controlled blend of two (e.g., chitin torso + fuzz collar).
Patterning is insect-derived: striping, eye-spots, banding, speckle gradients, subtle iridescent sheens.
Iconic “insect signature” (required)
Each sprite must show at least two of the following, matching the chosen insect archetype:
distinct antennae type,
wing shape + venation matching that insect,
chitin segmentation / carapace plates,
insect-style eyes (large/compound/glowing),
perching feet or claw tips,
thorax/abdomen silhouette hint.
Design constraints (for consistency across the species)
Keep the body plan humanoid-first (readable character), insect details as the structural language.
No extra limbs by default; no full animal heads—always a stylized fae face shaped by insect cues.
Prioritize a clean, recognizable silhouette: wings + antennae + insect material read are the three fastest identifiers."
,,,"SUBJECT: Bird Fae (species baseline)

Core concept
A Bird Fae is a humanoid fae “built out of avian anatomy”—not a human with wings stapled on. Bird traits replace or reshape major body parts (head/face, arms/hands, legs/feet, skin/feathers), and the silhouette is dominated by a powerful wing span and a predatory, raptor-like posture.
Proportions & silhouette (always consistent)
Overall build: Tall, athletic, lightweight predator physique. Narrow waist, strong upper back/shoulders, long limbs. Reads like “aerial hunter” rather than bulky warrior.
Torso: Slightly elongated ribcage; prominent scapula/back mass to support wings. Chest can be armored by layered feather plates.
Arms: Long and expressive; either humanoid arms plus wings, or wings integrated into the arm line (but still readable as wings).
Legs: Long, digitigrade-leaning stance (even if technically plantigrade), with strong calves and ankles to suggest landing force.
Hands/feet: Hands remain grasp-capable (weapons, staffs, whips), but end in sharp, talon-like nails. Feet may be fully taloned (raptor feet) or humanoid feet with talon claws—either way the “landing claws” read is important.
Head scale: Slightly smaller than human for an elegant fae look, but with an aggressive avian profile (beak/visor, sharp brow, crest).
Signature silhouette rule:
When you squint, you should still read (1) wide wings, (2) narrow body, (3) taloned extremities, (4) avian head/helm/crest.
Head & face (avian identity)
Choose one of these consistent “bird-face modes” per character (but all are valid Bird Fae):
Avian head: Actual beak-like face (raptor/phoenix/owl variants), minimal human features.
Fae-mask/helm: A sleek, beaked “bird knight” helm/faceplate (reads like a bird skull or beak visor).
Hybrid face: Humanlike face structure, but with avian cues—sharp beak ridge nose, slit nostrils, feathered cheek/temple plates, predatory eyes.
Eyes: Always striking and inhuman—glowing iris, slit pupil, or luminous “bird-of-prey” glare.
Crests: Feathers often form a crown/crest/hawk tuft that reinforces directionality and mood.
Wings (the defining anatomy)
Placement: Wings originate from the upper back/shoulder blade region, not the lower back. They must feel structurally plausible.
Scale: Wingspan is usually 2.5–4× shoulder width. Even folded, they add big shape to the back.
Types:
Raptor wings: Broad and powerful, layered primaries.
Crow/raven wings: Dark, blade-like feather shapes.
Phoenix wings: Flame-feathered, luminous edges, ash motes.
Songbird wings: Sleeker, colorful gradients, more elegant curve.
Feather logic: Primaries/secondaries are readable; edges taper; wings have a clear “armature” feel (not a fuzzy cape).
Motion language: Even standing still, wings should imply readiness—slightly raised, half-fanned, or tension in the shoulder line.
Plumage & body surface (how “bird” manifests)
Feathers as armor: Overlapping feather-plates on shoulders, chest, hips, forearms—reads like natural scale-mail.
Feather-to-skin transitions: Feathers “grow out of” joints and ridgelines (collarbone, spine, hips) rather than random patches.
Leg/arm texture: Can be sleek feathered limbs, or a mix of feather and smooth, keratin-like plates.
Tail elements: Optional but strong—tail fan, trailing feather streamers, or a short raptor tail that balances the silhouette.
Hands, claws, and weapon grip
Hands: Dexterous, with hooked talon nails. Fingers can look slightly longer and more angular than human.
Feet: Prefer taloned feet or talon boots that still read as claws (three forward + one back implied shape).
Combat vibe: Looks built for swoop, rake, seize, and lift—even if holding a staff/whip/spear.
Typical posture & attitude (species demeanor)
Stance: Forward-leaning, poised, predatory elegance—like a bird about to launch.
Neck/head angle: Slight tilt or forward thrust, scanning like a raptor.
Presence: Regal but dangerous; “grim-wondrous” is perfect—beauty with threat.
Design knobs you can vary per character (but still the same species)
Bird archetype: Raven / hawk / owl / heron / phoenix / vulture.
Face mode: Avian head vs. helm vs. hybrid.
Plumage density: Minimal sleek feathers vs. heavy layered mantle.
Wing silhouette: Broad raptor vs. long elegant heron vs. jagged crow.
Tail treatment: None vs. fan tail vs. trailing streamers.
Color logic: Natural bird palette (black, rust, ivory) or mythic element palette (ember-gold phoenix, storm-blue raven)."
,,,"[SUBJECT — ELEMENTALS (species only)]
Species: Elementals are humanoid-shaped nature-spirits whose “bodies” are entirely made from a single coherent material state (water, storm cloud, living vine, thicket, stone, etc.). They are not humans with effects—there is no skin, clothing, armor, or visible anatomy beneath the element. Their silhouette reads like a tall, athletic biped built from the element itself.
Core proportions (consistent across all element types):
Height: tall and imposing; long-limbed, with an athletic-to-lanky build.
Torso: narrow ribcage tapering to a tighter “waist” (a constriction in the material flow), then flaring into hips formed by thicker mass/knots of material.
Limbs: arms and legs are elongated and slightly exaggerated, with clear joints implied by bends in the flow/branching/rock segmentation rather than muscles.
Hands/feet: three to five digit-like forms (often clawed or talon-like) created by separated strands, tendrils, shards, or streams. Digits should be readable but not perfectly anatomical.
Head/face: a simplified “mask” implied by a smooth crest, hollow, or clustered mass—minimal facial features. Eyes are the primary identifier: two glowing points or slits embedded in the material (bioluminescent sap, lightning glow, ember glow, cold light, etc.). No mouth unless it’s a void/split in the material.
Material logic (the defining rule):
The body must look structurally plausible for that element:
Water/stream types: continuous flowing ribbons and sheets; edges bead/drip; “joints” are vortices or tightened currents.
Cloud/storm types: dense billows with filament-like tendrils; internal lightning-veins; limbs form as compressed cloud ropes.
Vine/plant types: braided cords, knots, and leaf clusters; tendrils trail from elbows/hips; growth spirals define motion.
Thicket/bramble types: sharper, thorned protrusions; layered twig-and-leaf plates; clawed hands made of hooked barbs.
Stone/monolith types: segmented slabs and boulders; cracked plates as “muscle groups”; dust/mist vents at seams.
No “mixed elements” in the base species description: each individual is dominated by one element family, with secondary details only as natural byproducts (mist from water, sparks from storm, pollen from plant, dust from stone).
Signature silhouette traits (to keep them recognizable every time):
Trailing “wake”: a stream of the same material always drifts from the back/shoulders/hips like a cape made of the element (vines trailing, cloud streamers, water ribbons, dust plumes).
Internal energy lines: faint glowing channels inside the form that follow the flow/structure (veins of light, lightning tracery, luminous sap), concentrated around chest and head.
Asymmetry from flow: one shoulder, arm, or hip can be slightly heavier or more turbulent, but the figure remains clearly bipedal.
Movement cues (baked into anatomy):
They look like they are forming themselves mid-motion: edges curl, drip, fray, coil, or crumble.
Contact with ground is ambiguous: feet may barely touch, dissolve into mist, or press down with visible displacement (splashes, crushed leaves, cracked stone, stirred dust).
Hard constraints (species consistency):
Always a single, readable humanoid figure.
No human clothing, belts, jewelry, or tools.
Face stays minimal; identity comes from eye-glow + head crest/void shape + the material’s texture.
The element is the anatomy: limbs are made of it, not holding it."
,,,"[SUBJECT — PRIMORDIAL MISTS: HUNTRESS SPIRITS (species only)]
Species: Huntress Spirits are humanoid-shaped predator-wards born from the Primordial Mists—ancient stalking intelligences that “condense” into a bipedal hunter form. They are not humans wearing gear: there is no skin, clothing, armor, straps, or visible anatomy beneath the element. Their entire body is made from one coherent elemental-mist state (fog, bramble-mist, storm-mist, cinder-haze, rime-vapor, dust-murk, etc.). Each individual is tied to a single element family; the mist is the medium, the element is the structure.
Core proportions (consistent across all element types):
Height: tall, predatory, and poised; long-limbed, athletic-to-lanky silhouette.
Torso: narrow upper torso tapering to a constricted “waist” (a pinch in the vapor/flow), then flaring into hips formed by denser knots/eddies of material.
Limbs: elongated arms and legs with clear joints implied by bends in flow, branching, segmentation, or pressure ridges—never muscles.
Hands/feet: three to five digit-like forms, often clawed/talon-like, created by separated strands, spines, shards, or condensed tendrils. Readable as “hands,” but not anatomical.
Head/face: a simplified “mask” implied by a smooth veil, hood-like crest, hollow cavity, or clustered mass. Minimal features. Eyes are the primary identifier: two glowing points/slits embedded in the material. No mouth unless it’s a void, split, or vent in the mist.
Material logic (the defining rule):
The body must look structurally plausible for that element within mist:
Mist-medium rule: outer edges always fray, curl, and drift like fog; the “solid” parts are only where the element condenses the mist into form.
Element-structure rule: the huntress’s skeleton is the element itself; mist is the aura and motion trail.
Examples of coherent single-element builds (choose one per individual):
Wind/Air-mist: compressed streamers and ribbon-eddies; limbs are braided gust-ropes; joints are tight vortices.
Storm/Lightning-mist: dense thundercloud billows; internal lightning tracery; limbs are knotted cloud cords with crackling seams.
Water-mist: continuous sheets and ribbon-streams; edges bead and drip; joints are whirlpools/tightened currents.
Earth/Dust-mist: granular murk with packed silt “plates”; seams vent dust; joints are grinding pivots and collapsing cascades.
Stone-mist: segmented slabs and cracked plates; mist leaks from fissures; hands are shard-claws.
Plant/Vine-mist: braided vine cords and leaf clusters; tendrils trail from elbows/hips; growth spirals define motion.
Bramble/Thicket-mist: thorned protrusions and hooked barbs; layered twig-plates; claws made of curved briars.
Fire/Cinder-mist: soot-dark haze with ember cores; edges spark and shed ash; joints glow as heat-knots.
Ice/Rime-mist: cold vapor with crystalline ridges; frost lace at edges; joints are hard facets with drifting snow-grain.
No “mixed elements” in the base species description: each huntress is dominated by one element family. Secondary details only as natural byproducts (mist, spray, sparks, ash, pollen, dust, rime).
Signature silhouette traits (recognizable every time):
Predator “veil”: a hood-like mantle of mist always frames the head and shoulders, like a living cloak made of the element’s vapor.
Trailing wake: a long streamer-plume of the same material drifts from the back/hips like a tail or cape, emphasizing stalking motion.
Chest “core”: a denser knot/heart of material in the chest where internal glow concentrates (luminous sap, ember, stormlight, cold light).
Internal energy lines: faint luminous channels that follow the flow/structure, strongest around head and chest.
Asymmetry from motion: one shoulder/arm/hip can be heavier or more turbulent, as if the huntress is forming mid-step—still clearly bipedal.
Movement cues (baked into anatomy):
Always appears mid-stalk: edges curl, fray, drip, coil, crumble, or spark as it moves.
Footfalls interact with terrain: splashes, stirred fog, crushed leaves, dust puffs, hairline cracks, frost bloom—contact can be light but must be readable.
Hard constraints (species consistency):
Always a single, readable humanoid hunter silhouette.
No human clothing, belts, jewelry, or tools. No bows/spears—“huntress” is conveyed by posture, claws, and stalking anatomy.
Face stays minimal; identity comes from eye-glow + head-veil shape + the element’s texture/structure.
The element is the anatomy: limbs are made of it, not holding it."
,,,"{
  ""subject_type"": {
    ""race"": ""fae_pixie"",
    ""classification"": ""pixie_race_baseline"",
    ""scale"": ""small_humanoid_fae"",
    ""core_essence"": ""embodied_fae_beings_of_motion_change_and_symbolic_expression""
  },

  ""racial_anatomy"": {
    ""body_structure"": ""slender_lightweight_humanoid_with_plantlike_or_fae_materials"",
    ""proportions"": ""elongated_limbs_large_wings_relative_to_body_small_torso"",
    ""material_quality"": ""organic_non_fleshy_composition_petals_vines_light_fibers_or_fae_membrane"",
    ""symmetry"": ""mostly_symmetrical_with_subtle_natural_variation"",
    ""mass"": ""visually_light_as_if_barely_bound_by_gravity""
  },

  ""head_and_face"": {
    ""facial_style"": ""masklike_fae_features_reduced_human_detail"",
    ""expression_range"": ""emotionally_legible_but_stylized_not_realistic"",
    ""eyes"": {
      ""type"": ""glowing_fae_eyes"",
      ""behavior"": ""primary_emotional_and_symbolic_focus"",
      ""light_source"": ""internal_non_directional_glow""
    },
    ""crown_element"": ""botanical_or_symbolic_growth_integrated_into_head_structure""
  },

  ""wings"": {
    ""presence"": ""always_present"",
    ""type"": ""insectoid_fae_wings"",
    ""count"": ""four_total_two_per_side"",
    ""material"": ""thin_translucent_membrane_with_visible_veining"",
    ""scale"": ""oversized_relative_to_body"",
    ""motion"": ""constant_subtle_movement_even_when_hovering"",
    ""symbolism"": ""expression_of_freedom_motion_and_fae_energy""
  },

  ""limbs_and_movement"": {
    ""arms"": ""slender_highly_expressive_with_long_fingers"",
    ""legs"": ""digitigrade_or_lightly_plantigrade_with_plantlike_structure"",
    ""movement_style"": ""hovering_gliding_and_short_bursts_of_motion"",
    ""ground_contact"": ""rare_or_brief_pixies_prefer_airborne_states""
  },

  ""default_pose_logic"": {
    ""stance"": ""hovering_just_off_the_ground"",
    ""balance"": ""dynamic_unsettled_as_if_always_ready_to_move"",
    ""motion_state"": ""restless_even_when_idle""
  },

  ""symbolic_traits"": {
    ""identity_expression"": ""pixies_visually_manifest_their_role_theme_or_emotion"",
    ""stability"": ""forms_are_coherent_but_suggest_potential_change"",
    ""presence"": ""pixies_feel_active_even_when_still""
  },

  ""visual_constraints"": {
    ""avoid"": [
      ""heavy_musculature"",
      ""realistic_human_skin"",
      ""fully_static_poses"",
      ""angelic_or_divine_aesthetics"",
      ""cute_chibi_proportions""
    ]
  }
}"
